submission_id,zip,age,gender,cups,cups_num,home_brew,party
6dQlOJ,7204,25-34 years old,Female,1,1,NA,No affiliation
bl4pNL,78727,18-24 years old,Male,1,1,Espresso,No affiliation
xdNq0r,7026,25-34 years old,NA,3,3,"Pour over, Espresso",NA
eBxJYO,30326,55-64 years old,NA,4,4,Pod/capsule machine (e.g. Keurig/Nespresso),NA
rlr4p5,22193,35-44 years old,Male,3,3,"Pour over, Espresso",Independent
6dQl1k,93960,25-34 years old,Male,1,1,"Cold brew, French press, Pour over, Other",Democrat
aBrLk9,94086,25-34 years old,NA,1,1,Pour over,NA
jB9R0a,10301,35-44 years old,Male,1,1,"Other, Espresso, Pour over",Democrat
5dq786,73160,25-34 years old,Male,1,1,Other,Republican
zKQ92a,2015-,>65 years old,NA,2,2,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
42N6zO,98012,45-54 years old,Male,2,2,Espresso,Democrat
1r2erg,48180,18-24 years old,Male,1,1,"Pour over, Espresso, French press, Other",Democrat
LdMrq2,7801,35-44 years old,Male,2,2,"Pour over, Espresso",Independent
MAd4VX,94404,25-34 years old,Male,1,1,Espresso,Democrat
42N69k,73118,25-34 years old,Male,1,1,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Democrat
PABxYe,97202,25-34 years old,Male,3,3,"Pour over, French press, Espresso, Other",NA
GrBGy2,10010,25-34 years old,Female,3,3,Espresso,NA
EPbRb4,92688,35-44 years old,Male,2,2,"Cold brew, Pour over",No affiliation
bl4Jbo,55128,25-34 years old,Female,1,1,"Pour over, Instant coffee",Democrat
lNlG96,89502,18-24 years old,Male,1,1,Pour over,No affiliation
xdNWOy,60613,35-44 years old,Female,2,2,"Pour over, French press, Cold brew",Democrat
5dq7GE,90046,25-34 years old,Male,2,2,"Pour over, French press, Other",No affiliation
42N6Do,60661,25-34 years old,Male,2,2,Pour over,Democrat
WApWXL,3055,55-64 years old,Male,3,3,Cold brew,No affiliation
AlbgaB,68434,25-34 years old,Male,2,2,"Pour over, Espresso, French press, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
xdNqlo,12009,35-44 years old,Male,3,3,"Pour over, French press, Espresso, Other",Democrat
KMBE2z,91104,18-24 years old,Male,2,2,"Pour over, Espresso",Democrat
5dq7xv,29455,25-34 years old,Male,2,2,"French press, Coffee brewing machine (e.g. Mr. Coffee)",Independent
QABZZY,91401,35-44 years old,Male,1,1,"Espresso, Pour over",Democrat
MAdx0p,11217,25-34 years old,Male,2,2,Pour over,No affiliation
WApWgP,98177,25-34 years old,Male,2,2,"Pour over, French press, Other",Democrat
eBxJ8J,98109,25-34 years old,Male,1,1,"Pour over, Espresso",Independent
42N6Ob,80020,35-44 years old,Male,1,1,Pour over,Democrat
KMBEEg,14620,18-24 years old,Male,1,1,Pour over,Democrat
6dQldA,60014,18-24 years old,Non-binary,Less than 1,0,NA,No affiliation
rlr40N,60607,25-34 years old,Male,2,2,"Pour over, Espresso",Independent
g5NlBD,98133,35-44 years old,Male,2,2,Espresso,No affiliation
QABZOp,87111,35-44 years old,Female,1,1,French press,Democrat
KMBEgk,13905,25-34 years old,Male,2,2,"Pour over, French press",Democrat
VZ1eAl,61604,45-54 years old,Male,1,1,Other,Independent
YZz62W,90403,35-44 years old,Female,1,1,"Cold brew, French press",NA
8dpBBl,73130,35-44 years old,Male,1,1,Pour over,Democrat
VZ1e6j,94043,25-34 years old,Non-binary,Less than 1,0,"Espresso, Pour over",Democrat
rlr4e2,90403,35-44 years old,Male,1,1,"Espresso, Cold brew, Other",No affiliation
8dpB2A,7081,25-34 years old,Female,1,1,Pour over,NA
NABj2p,37010,25-34 years old,Male,2,2,"Pour over, Espresso, French press",Independent
oAVPaM,30080,25-34 years old,Male,2,2,"Espresso, Pour over",No affiliation
DVv89p,29609,35-44 years old,Male,2,2,Pour over,Independent
jB9RLJ,94115,25-34 years old,Male,2,2,Other,Democrat
rlrZXl,46901,25-34 years old,NA,2,2,"Pour over, French press, Cold brew, Other, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
XeBbpg,94133,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
ZdR7e0,14607,25-34 years old,Male,2,2,"Pour over, French press, Espresso, Cold brew",Democrat
WApWQJ,95928,18-24 years old,Male,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
XeBaWz,94127,25-34 years old,Male,1,1,Pour over,No affiliation
xdNqzG,10309,25-34 years old,NA,2,2,NA,NA
WApWxv,83716,35-44 years old,Female,2,2,"Pour over, Bean-to-cup machine, Coffee extract (e.g. Cometeer), Cold brew",Democrat
AlbgoD,78741,18-24 years old,Male,2,2,Espresso,Democrat
jB9jDa,10016,25-34 years old,Male,1,1,Espresso,NA
jB9RO4,94116,25-34 years old,Male,1,1,"Pour over, French press, Espresso",Independent
EPbRj4,68434,25-34 years old,Female,Less than 1,0,NA,Democrat
8dpX1O,5661,25-34 years old,Male,3,3,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
J2kPNR,15642,25-34 years old,Male,2,2,"Pour over, French press, Espresso",Democrat
ylqBN4,11233,25-34 years old,Male,2,2,"Instant coffee, Pod/capsule machine (e.g. Keurig/Nespresso), French press",Democrat
LdMrQp,77088,35-44 years old,Female,1,1,"Pour over, French press, Other",No affiliation
42N6WX,17516,35-44 years old,Male,2,2,Pour over,Independent
RzBAWd,94103,45-54 years old,Male,1,1,"Pour over, French press, Espresso",Democrat
oAVq21,91709,25-34 years old,Female,1,1,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",No affiliation
BGbyPK,193343,55-64 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",No affiliation
rlr4zR,80218,25-34 years old,Female,2,2,"Pour over, French press",Democrat
5dq7WE,60661,55-64 years old,Male,2,2,Other,No affiliation
eBxV50,60402,35-44 years old,Female,2,2,"Bean-to-cup machine, Espresso",Democrat
LdMePG,7436,25-34 years old,Male,2,2,Pour over,Democrat
EPbRyr,59801,35-44 years old,Male,2,2,NA,Democrat
9dJ8D1,67401,25-34 years old,Male,1,1,Other,No affiliation
WApLzP,19010,25-34 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Other",Democrat
NABaJp,98101,25-34 years old,NA,2,2,"Pour over, French press",NA
AlbEzk,29429,18-24 years old,Male,1,1,Other,No affiliation
MAdWKM,60654,25-34 years old,Non-binary,1,1,Other,Democrat
5dqJKo,95124,25-34 years old,Male,Less than 1,0,Pour over,Democrat
rlrejl,98310,35-44 years old,Male,1,1,"Pour over, French press",No affiliation
7d9yRP,94708,25-34 years old,Male,1,1,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
DVvjzj,14456,18-24 years old,Female,1,1,"Cold brew, Espresso, Pour over",No affiliation
dY2Oqo,98312,25-34 years old,Male,2,2,"Pour over, Other",Democrat
oAVqB5,90031,25-34 years old,Male,2,2,Pour over,No affiliation
1r2LM4,60641,25-34 years old,Male,1,1,Pour over,Democrat
EPb2do,90005,25-34 years old,Male,1,1,"Espresso, Instant coffee, Cold brew, French press, Pour over",Democrat
24xW0D,21237,45-54 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",Democrat
lNlxDk,60654,25-34 years old,Male,2,2,"Pour over, Other",No affiliation
ylqBx6,92111,45-54 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),NA
ZdRMve,30080,25-34 years old,Male,1,1,Cold brew,Democrat
jB9jga,19119,25-34 years old,Male,1,1,"Pour over, Espresso, Cold brew",No affiliation
XeBpQg,31721,25-34 years old,Male,1,1,Espresso,Republican
8dpXyx,2101,25-34 years old,NA,2,2,Other,NA
oAVqaV,11111,25-34 years old,NA,1,1,"Pour over, Espresso, Cold brew",NA
6dQgAY,12164,25-34 years old,Male,4,4,Pour over,Independent
24xpyV,90620,25-34 years old,NA,3,3,Espresso,NA
NABavG,78254,25-34 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
oAVq6P,94040,45-54 years old,Non-binary,1,1,Other,No affiliation
YZz1bq,37924,25-34 years old,Prefer not to say,1,1,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer)",Democrat
EPb2gX,55416,45-54 years old,Female,1,1,Pour over,No affiliation
PAB78B,92130,>65 years old,Female,3,3,Pour over,Democrat
0EjKy6,14120,35-44 years old,Male,2,2,"French press, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
YZz1A0,92111,45-54 years old,Male,Less than 1,0,NA,No affiliation
g5NEKJ,94402,25-34 years old,NA,NA,NA,Pour over,NA
xdNA59,78613,25-34 years old,Male,1,1,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
dY2Ooz,98109,35-44 years old,Male,2,2,"Espresso, Pour over, Cold brew",No affiliation
NABaRj,95032,25-34 years old,Male,2,2,"Pour over, Coffee extract (e.g. Cometeer)",Democrat
rlreXp,23238,45-54 years old,Male,2,2,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
KMB9AM,84321,25-34 years old,Male,2,2,"Other, Cold brew",No affiliation
WApLLL,78759,25-34 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
GrBZNe,98102,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
YZz18v,76133,45-54 years old,Male,1,1,Pour over,Democrat
AlbkLk,NA,NA,NA,NA,NA,NA,NA
7d9yy6,92129,45-54 years old,Female,3,3,Coffee brewing machine (e.g. Mr. Coffee),Democrat
ylqB1g,2189,35-44 years old,Male,1,1,"Bean-to-cup machine, Pour over",Independent
lNlx8p,11237,35-44 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso",Democrat
5dqNjo,15005,25-34 years old,Male,1,1,"Pour over, Espresso",Republican
GrBMKZ,48824,<18 years old,NA,1,1,"French press, Cold brew",NA
jB9j11,98107,25-34 years old,Male,3,3,"Pour over, Other, French press",Democrat
5dqJYM,93063,35-44 years old,Male,3,3,"Coffee brewing machine (e.g. Mr. Coffee), Pour over, Other",Democrat
kYR2Dr,94710,25-34 years old,Male,Less than 1,0,NA,No affiliation
vNxlRX,94040,18-24 years old,Male,4,4,Pour over,No affiliation
VZ1Kkj,98146,35-44 years old,Male,2,2,"Pour over, French press, Cold brew, Other",Democrat
WAp48j,83701,35-44 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),NA
MAdWMA,30554,25-34 years old,Male,More than 4,5,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",Independent
xdNGXv,83646,25-34 years old,NA,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Other",NA
PABo6b,94301,35-44 years old,Male,2,2,"Espresso, Pour over",No affiliation
OAB6OM,NA,25-34 years old,Prefer not to say,2,2,Pour over,NA
6dQqO5,NA,18-24 years old,NA,NA,NA,NA,NA
kYR2Ld,92626,25-34 years old,Female,1,1,"Other, Espresso",Democrat
BGbvpQ,48170,35-44 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),Democrat
8dp9L5,37931,25-34 years old,Male,4,4,"Pour over, Espresso",Republican
8dp9po,284003,<18 years old,NA,2,2,Pour over,NA
EPbpKr,15682,25-34 years old,Male,2,2,NA,Independent
MAd0AX,94607,35-44 years old,Male,More than 4,5,"Pour over, Coffee extract (e.g. Cometeer)",Independent
DVvLzq,37830,25-34 years old,Male,3,3,"Pour over, Espresso",Republican
XeBjEd,90638,35-44 years old,Male,2,2,"Espresso, Pour over",Democrat
qbEyL9,15644,25-34 years old,Female,Less than 1,0,NA,Democrat
bl4axo,19040,25-34 years old,Male,1,1,"Espresso, Cold brew, Coffee extract (e.g. Cometeer)",No affiliation
24x2LA,3038,25-34 years old,Male,2,2,"Pour over, Espresso, Other",Democrat
GrBM1j,80304,18-24 years old,Female,2,2,Espresso,Democrat
1r2L1g,87106,25-34 years old,Non-binary,1,1,Pour over,Democrat
xdNG0E,30075,35-44 years old,Male,2,2,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over",Democrat
24x2vA,29412,35-44 years old,Male,2,2,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",No affiliation
jB9KW6,13203,25-34 years old,Male,4,4,"Pour over, Bean-to-cup machine, Pod/capsule machine (e.g. Keurig/Nespresso)",Independent
NABz8N,20009,45-54 years old,Male,3,3,Espresso,Democrat
bl4aL2,83401,25-34 years old,Female,1,1,Pour over,No affiliation
ZdRxV0,19027,18-24 years old,Male,1,1,"Instant coffee, French press, Pour over",No affiliation
PABo0Q,76513,45-54 years old,Male,3,3,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), French press",Independent
QABGxl,33026,55-64 years old,Male,More than 4,5,"Espresso, Other",Democrat
MAd0qA,98155,25-34 years old,Male,1,1,Pour over,Democrat
ZdRxgB,2129,25-34 years old,Male,2,2,"Espresso, Pour over",Democrat
42NZeo,12345,18-24 years old,NA,2,2,"Pour over, Espresso",NA
RzBOa9,6437,>65 years old,Male,Less than 1,0,NA,Democrat
dY274o,95816,25-34 years old,Male,1,1,Pour over,Democrat
PABoP1,48346,35-44 years old,NA,1,1,"Espresso, French press",NA
GrBMEp,10566,25-34 years old,Male,2,2,"Cold brew, Pour over",Democrat
24x2qb,22655,55-64 years old,NA,3,3,NA,NA
NABz2Q,29669,18-24 years old,Male,3,3,"Pour over, Espresso",Republican
aBrWJv,78757,25-34 years old,Male,3,3,"Pour over, Cold brew, French press",Democrat
42NZA5,10014,45-54 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Independent
VZ1rGy,10128,35-44 years old,Female,Less than 1,0,"Cold brew, Other",No affiliation
kYRqad,66109,45-54 years old,Male,3,3,Pour over,Independent
eBxbko,6511,35-44 years old,Male,2,2,"Pour over, Coffee extract (e.g. Cometeer)",Democrat
lNlQrN,75201,55-64 years old,NA,2,2,Bean-to-cup machine,NA
bl4P96,84115,25-34 years old,Male,1,1,"Espresso, Other",Democrat
MAd0WY,76502,35-44 years old,Male,2,2,"Pour over, Other, Cold brew, French press",Democrat
9dJe8G,1545,25-34 years old,Male,Less than 1,0,Coffee brewing machine (e.g. Mr. Coffee),Independent
VZ1rXg,98155,25-34 years old,Non-binary,Less than 1,0,"Pour over, French press",Democrat
zKQVV8,75023,35-44 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
EPb9ll,27616,18-24 years old,Female,1,1,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
24x26V,2131,45-54 years old,Male,2,2,Espresso,Independent
AlbZBe,32308,25-34 years old,Male,1,1,NA,Democrat
ylqLXd,74604,45-54 years old,Female,1,1,Espresso,Republican
qbEyyd,66214,35-44 years old,Male,1,1,French press,No affiliation
9dJVXE,21054,<18 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
pLParP,55107,25-34 years old,Male,2,2,"Espresso, Other, Cold brew",Democrat
VZ1g0g,22180,18-24 years old,Female,1,1,Pour over,Independent
GrBW9e,27615,55-64 years old,Female,2,2,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
5dqRxZ,75007,25-34 years old,Male,1,1,Espresso,No affiliation
jB9Ne1,51239,25-34 years old,Male,2,2,"Pour over, Other, Cold brew",Republican
DVvQKl,80504,25-34 years old,Male,1,1,"Cold brew, Espresso",Independent
dY2rYo,20852,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
BGbNGQ,13760,25-34 years old,Male,1,1,"Pour over, Coffee extract (e.g. Cometeer)",No affiliation
VZ1gxN,95020,35-44 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Republican
EPb9Y2,32765,25-34 years old,Male,Less than 1,0,"Pour over, French press, Espresso, Cold brew",Democrat
XeBX9e,95003,>65 years old,Female,2,2,"Pour over, Other",Democrat
oAVWQN,19056,35-44 years old,Male,More than 4,5,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Espresso",Independent
6dQoVo,80525,25-34 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Democrat
NABzGb,993108,18-24 years old,Male,1,1,Other,Democrat
pLPgv1,73099,25-34 years old,Male,Less than 1,0,Pod/capsule machine (e.g. Keurig/Nespresso),No affiliation
24x2lM,73159,25-34 years old,Female,1,1,Pour over,Democrat
OABRKR,98012,25-34 years old,Male,2,2,"Espresso, Pour over",No affiliation
24xpWb,33545,18-24 years old,Male,1,1,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
lNlxeW,4090,25-34 years old,Male,3,3,"Pour over, French press, Espresso, Coffee extract (e.g. Cometeer)",No affiliation
OAB6ER,43078,35-44 years old,Male,1,1,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine, Cold brew",No affiliation
DVvQbX,86326,>65 years old,Male,2,2,Other,No affiliation
jB9jR9,91913,25-34 years old,Male,2,2,Pour over,Democrat
KMBbAX,94610,25-34 years old,Non-binary,2,2,Pour over,Democrat
RzBppJ,78022,18-24 years old,NA,3,3,Pour over,NA
bl4P1Z,12054,45-54 years old,Male,Less than 1,0,"French press, Other",Democrat
bl4Pag,84405,35-44 years old,Male,2,2,"French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",Independent
1r28gg,76209,25-34 years old,Male,4,4,"Pour over, Cold brew",No affiliation
BGbNr5,70119,25-34 years old,Male,3,3,NA,Democrat
42NeXb,32226,35-44 years old,Male,4,4,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other",Independent
GrBWAZ,30248,55-64 years old,Female,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine",No affiliation
xdNKWr,95062,25-34 years old,Female,1,1,Espresso,Democrat
9dJVkQ,76103,45-54 years old,Male,2,2,Pour over,Independent
OABvZY,14850,55-64 years old,Male,1,1,"Pour over, French press, Other",No affiliation
42NeJo,20190,18-24 years old,Male,4,4,Espresso,Independent
ylqV46,27612,25-34 years old,Male,1,1,"Pour over, French press, Other",Independent
pLP8oy,76116,25-34 years old,Male,2,2,Pour over,No affiliation
5dqW9v,21001,18-24 years old,Male,1,1,Pour over,Democrat
NABG0O,97005,35-44 years old,NA,2,2,Pour over,NA
ylqVl8,21794,18-24 years old,Male,1,1,Pour over,Independent
0EjNE9,98107,25-34 years old,Female,1,1,"Pour over, Espresso",Democrat
kYRMEZ,43054,35-44 years old,Male,2,2,Other,Independent
WApxEL,36526,25-34 years old,Male,1,1,"Other, Pour over",Independent
EPbyLB,6776,25-34 years old,Male,2,2,"Pour over, French press",No affiliation
GrB8Qo,NA,45-54 years old,NA,2,2,Other,NA
xdNOZv,60152,45-54 years old,Male,2,2,"Espresso, Pour over, Other, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",Democrat
24x02L,14850,25-34 years old,Male,2,2,"Pour over, Espresso, Other",Democrat
WApxeN,47301,35-44 years old,Male,1,1,Espresso,No affiliation
J2k5Vo,76018,35-44 years old,Male,2,2,Pour over,Independent
VZ129g,15229,25-34 years old,Male,1,1,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
NABGBl,15229,25-34 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),Democrat
J2k5Md,47201,25-34 years old,Female,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",No affiliation
EPbyvX,76116,25-34 years old,Female,1,1,NA,No affiliation
oAVXgX,92122,25-34 years old,Male,3,3,Pour over,No affiliation
qbE0ek,70461,25-34 years old,Male,1,1,Espresso,Democrat
g5NKXM,94610,35-44 years old,Male,1,1,Pour over,No affiliation
EPbyOl,27104,35-44 years old,NA,NA,NA,NA,NA
24xQRp,15904,25-34 years old,Male,1,1,Espresso,Republican
dY2BOd,NA,25-34 years old,NA,1,1,Espresso,NA
PABVoe,94709,25-34 years old,NA,Less than 1,0,NA,NA
xdNO19,73099,25-34 years old,Female,Less than 1,0,Pod/capsule machine (e.g. Keurig/Nespresso),Republican
zKQPLq,98144,25-34 years old,Male,2,2,Espresso,Democrat
vNxoVX,66901,35-44 years old,Male,Less than 1,0,Other,Independent
24xQGe,10065,18-24 years old,Male,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),No affiliation
eBxkrJ,89509,35-44 years old,Male,2,2,Pour over,Democrat
rlrzbp,22153,45-54 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
xdNOWd,46530,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
qbE09g,73159,25-34 years old,Male,1,1,"Pour over, Other",Democrat
VZ12rM,77803,25-34 years old,Male,3,3,Pour over,Democrat
pLPlyV,15218,25-34 years old,NA,NA,NA,NA,NA
pLPlbq,44022,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
24xM8L,53711,35-44 years old,Female,3,3,Espresso,Independent
QABP67,20906,45-54 years old,Male,2,2,"Cold brew, Espresso, French press, Other",Democrat
6dQaoJ,76018,25-34 years old,Prefer not to say,2,2,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
PABVZx,50323,18-24 years old,Male,2,2,"Pour over, Cold brew",Democrat
RzB7Pp,97124,35-44 years old,NA,2,2,"Pour over, Other",NA
QAB6Mg,77803,25-34 years old,NA,1,1,Other,NA
OABWXK,75428,45-54 years old,Female,2,2,Pour over,Democrat
ylqWYp,90245,35-44 years old,Male,2,2,Other,Democrat
VZ1kGv,60073,25-34 years old,Male,2,2,"Espresso, Other",NA
bl40qo,60030,18-24 years old,Female,Less than 1,0,NA,Democrat
NABelG,84102,25-34 years old,Female,1,1,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
5dqy9M,29651,35-44 years old,Non-binary,2,2,"Pour over, French press",Democrat
kYRVEJ,2478,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
rlrxo5,60048,25-34 years old,Male,2,2,NA,No affiliation
OABW5A,10987,35-44 years old,Female,1,1,"Other, French press, Espresso",No affiliation
zKQPpR,37209,35-44 years old,Female,2,2,"Pour over, Coffee extract (e.g. Cometeer)",Democrat
xdNOlo,29803,35-44 years old,Female,1,1,Other,No affiliation
NABe7W,28792,35-44 years old,Female,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Espresso, French press",Democrat
aBr8zB,33408,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
MAd98k,38104,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
xdNe6r,27606,18-24 years old,Female,Less than 1,0,NA,Democrat
42NgdO,11238,25-34 years old,Male,2,2,"Pour over, Cold brew",Democrat
5dqyVo,30305,25-34 years old,Male,2,2,"Pour over, Other, Cold brew",Independent
QAB6JY,20002,35-44 years old,Male,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Pour over",Democrat
DVvlbq,27606,18-24 years old,Female,1,1,"Pour over, Espresso",Democrat
qbE2M2,92102,25-34 years old,Male,1,1,Pour over,Democrat
24xMzp,6238,25-34 years old,Male,2,2,"Pour over, Espresso",Independent
42NgEk,94536,25-34 years old,Male,1,1,"Espresso, Cold brew",No affiliation
XeBKAd,94158,25-34 years old,NA,2,2,"French press, Other",NA
RzB7Qp,33133,18-24 years old,Male,Less than 1,0,Espresso,Democrat
GrB2GQ,50212,55-64 years old,Male,2,2,"Pour over, French press, Cold brew",Independent
oAV4YX,15217,35-44 years old,Male,2,2,"Pour over, Other",Democrat
g5NRxN,55414,25-34 years old,Non-binary,1,1,"Espresso, Pour over",No affiliation
42NgM5,43147,35-44 years old,Male,2,2,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",No affiliation
lNlPqW,98107,25-34 years old,Female,1,1,"Pour over, Espresso",Democrat
aBr8JE,2478,25-34 years old,Non-binary,1,1,Pour over,Democrat
42Ne8r,98391,25-34 years old,Male,1,1,"Pour over, Espresso, Cold brew, Other",Republican
LdMQxO,98270,35-44 years old,NA,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",NA
XeBK0d,80919,55-64 years old,Male,1,1,"Pour over, Espresso",Democrat
8dp00l,NA,45-54 years old,NA,2,2,Espresso,NA
ZdRpqV,3031,55-64 years old,Male,3,3,"Coffee brewing machine (e.g. Mr. Coffee), French press",Independent
24xM5V,55418,25-34 years old,Male,2,2,"Pour over, Espresso, Cold brew, Other",Democrat
24xqAj,93940,35-44 years old,NA,3,3,NA,NA
OABWqp,94158,25-34 years old,NA,2,2,"French press, Other, Pod/capsule machine (e.g. Keurig/Nespresso), Espresso",NA
9dJzzE,23238,35-44 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),Democrat
7d9809,19146,18-24 years old,NA,1,1,"French press, Coffee brewing machine (e.g. Mr. Coffee)",NA
dY258K,30542,25-34 years old,Male,4,4,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, French press, Pour over, Coffee extract (e.g. Cometeer)",Democrat
YZzEjJ,87120,35-44 years old,Male,3,3,"Pour over, Espresso",Independent
PABMpV,92115,18-24 years old,Male,More than 4,5,Coffee brewing machine (e.g. Mr. Coffee),Independent
LdMA7v,29625,25-34 years old,Male,1,1,"Pour over, French press, Other",No affiliation
1r2Zb4,NA,25-34 years old,NA,NA,NA,NA,NA
XeBKZP,20002,35-44 years old,Female,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Independent
jB9dPx,23464,>65 years old,Male,2,2,"Pour over, French press, Coffee extract (e.g. Cometeer), Other",Democrat
42NWaY,87301,35-44 years old,Male,2,2,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",Independent
KMBq7X,33967,18-24 years old,Male,1,1,NA,Democrat
oAVry1,2121,25-34 years old,Male,1,1,"Other, Cold brew, Espresso",Independent
QABgJk,77375,25-34 years old,Male,2,2,"Pour over, Espresso",Republican
DVvl6p,37013,25-34 years old,Male,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),No affiliation
8dpveY,48083,35-44 years old,Male,2,2,"Pour over, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
ylqKZX,30329,25-34 years old,Male,1,1,Other,Republican
EPbjYr,NA,NA,NA,Less than 1,0,NA,NA
VZ1RYl,77009,18-24 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
rlrNpR,60642,25-34 years old,Male,1,1,Pour over,Independent
vNx710,30305,25-34 years old,Female,Less than 1,0,NA,Democrat
DVvrMl,6511,25-34 years old,Male,3,3,Pour over,Democrat
bl4B20,77340,35-44 years old,Female,2,2,Pour over,Democrat
WApGZk,35242,18-24 years old,Male,2,2,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Other",Independent
7d9BgZ,71051,35-44 years old,Male,4,4,Coffee brewing machine (e.g. Mr. Coffee),Republican
PABaYx,29662,35-44 years old,Male,3,3,"Pour over, Espresso, Cold brew",Independent
GrBNyk,94110,35-44 years old,Male,2,2,Espresso,Independent
vNx7pD,80465,18-24 years old,Male,1,1,"Pour over, Espresso",No affiliation
