submission_id,zip,age,gender,cups,cups_num,home_brew,party
Ld5MLO,11237,18-24 years old,Prefer not to say,Less than 1,0,"Instant coffee, Other",NA
XeOBKz,49855,18-24 years old,Female,3,3,"Pour over, Other",NA
vNq0Xl,81647,25-34 years old,Male,Less than 1,0,Other,No affiliation
XeORJY,92107,35-44 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
GrYoqQ,81647,25-34 years old,Female,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
VZo946,90275,35-44 years old,Female,1,1,NA,No affiliation
1rGbOg,60004,25-34 years old,Male,1,1,Pour over,Democrat
AlW6Nz,14850,35-44 years old,Male,1,1,"Pour over, Other",Independent
PA82QV,98117,25-34 years old,Female,1,1,"Other, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",Democrat
VZo91E,38501,35-44 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), French press, Espresso",Republican
J288qz,85719,25-34 years old,Male,1,1,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
Rz88xv,85719,25-34 years old,Non-binary,Less than 1,0,NA,Democrat
24OOAe,11205,35-44 years old,Male,Less than 1,0,"Other, Cold brew, Pour over",Democrat
6drrRk,78704,35-44 years old,NA,1,1,"Pour over, Cold brew",NA
xd99Ny,55407,35-44 years old,Male,3,3,Pour over,Democrat
J288B7,13732,35-44 years old,NA,3,3,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
DV00VZ,98107,35-44 years old,Male,1,1,Other,Democrat
MA88WM,1834,18-24 years old,NA,1,1,"Pour over, French press, Cold brew, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
vNqq14,94612,25-34 years old,Male,2,2,"Pour over, Espresso, Other, Instant coffee",NA
oAlKke,75409,35-44 years old,NA,2,2,Pour over,NA
aBZAYE,71111,35-44 years old,Male,2,2,"French press, Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Independent
5dEeb6,37075,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",No affiliation
aBZK8b,37075,25-34 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
7d4aDz,30030,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
xd9R4v,48152,25-34 years old,NA,1,1,"Pour over, Other",NA
aBZAD2,85296,25-34 years old,Male,3,3,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Independent
BG8jLe,93523,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
6drWyB,95033,45-54 years old,Female,Less than 1,0,NA,Independent
NA8Mj0,60202,55-64 years old,Prefer not to say,More than 4,5,Other,NA
aBZAWW,71111,35-44 years old,Female,3,3,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",No affiliation
jBGkaJ,71111,25-34 years old,Female,Less than 1,0,NA,Independent
g5WkQK,94085,18-24 years old,Male,2,2,"Pour over, Espresso",Independent
vNqdzg,75038,25-34 years old,Male,1,1,"Espresso, Instant coffee",No affiliation
eB9v7O,32724,25-34 years old,Male,2,2,"French press, Pour over, Other",Republican
YZVkOB,80017,25-34 years old,Male,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
blNvR1,15227,25-34 years old,Prefer not to say,2,2,"Pour over, Espresso",No affiliation
lNVvz6,32724,25-34 years old,Female,2,2,"Pour over, French press, Other",Independent
0EoaXN,98008,35-44 years old,Male,2,2,"Other, Pour over",Democrat
9d24ZK,73069,25-34 years old,Male,1,1,NA,No affiliation
24O70L,2828,25-34 years old,Female,Less than 1,0,NA,No affiliation
lNVv5V,60490,55-64 years old,Prefer not to say,1,1,"Pour over, Espresso, Coffee extract (e.g. Cometeer), French press",NA
BG8eRe,53202,25-34 years old,Male,2,2,Pour over,Democrat
Ld5oZj,78249,18-24 years old,NA,3,3,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine",NA
KM8R9z,80031,25-34 years old,Male,1,1,"French press, Espresso",No affiliation
ylegqW,90620,25-34 years old,NA,1,1,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Other",NA
jBGgEQ,73099,25-34 years old,Male,1,1,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
7d4jzR,97303,18-24 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Instant coffee",No affiliation
NA8gMW,97330,18-24 years old,NA,2,2,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew",NA
vNqpVl,98033,18-24 years old,NA,NA,NA,NA,NA
24OZrj,94805,25-34 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Other",Democrat
GrYyv2,95014,45-54 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),Independent
oAlpr1,78703,35-44 years old,Male,1,1,"Pour over, Espresso",Independent
blNyVg,4342,45-54 years old,Male,2,2,"Pour over, Cold brew",Democrat
kYOQN1,94609,25-34 years old,NA,1,1,Espresso,NA
DV0Py5,92840,25-34 years old,Female,1,1,"Pour over, Espresso",Democrat
KM8Nkg,77396,45-54 years old,NA,Less than 1,0,NA,NA
MA82rp,98115,25-34 years old,Male,2,2,"Pour over, Espresso, Cold brew",Democrat
KM8718,46201,25-34 years old,Male,2,2,"Pour over, Espresso",Independent
PAvpP1,NA,NA,NA,2,2,"Espresso, Pour over",NA
7d1qYZ,20197,25-34 years old,Male,2,2,"Other, Pour over",Democrat
aBK5GX,24060,18-24 years old,Male,1,1,"Pour over, French press",Independent
oAK2l5,2155,25-34 years old,NA,NA,NA,"Pour over, Espresso",NA
g5Y9XO,53208,25-34 years old,NA,3,3,French press,NA
AlAB5z,80014,35-44 years old,Male,2,2,"Espresso, Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",Independent
oAKGpN,60202,18-24 years old,NA,Less than 1,0,French press,NA
zK2YQq,8081,25-34 years old,Female,1,1,"Pour over, French press, Bean-to-cup machine",Democrat
dYKdod,44312,45-54 years old,Male,2,2,"Pour over, French press, Espresso, Cold brew",No affiliation
7d1xrR,15212,25-34 years old,Male,2,2,"Pour over, Other",Democrat
aBKYRX,43015,25-34 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",No affiliation
oAKMjb,7853,25-34 years old,Female,2,2,"Pour over, Espresso",NA
kYKybM,NA,25-34 years old,NA,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA
NAM6Yp,55439,18-24 years old,NA,More than 4,5,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA
jB5yQ9,8854,35-44 years old,Male,2,2,French press,Democrat
yljly0,12345,45-54 years old,NA,More than 4,5,"Pour over, Espresso",NA
oAKBJe,60448,45-54 years old,Male,3,3,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other",Republican
eBKAGk,78717,25-34 years old,Male,3,3,Pour over,No affiliation
KMv6KK,10029,25-34 years old,Male,3,3,Cold brew,Independent
vNE2Zl,82609,25-34 years old,NA,2,2,"Pour over, Coffee extract (e.g. Cometeer), Other, Espresso",NA
KMvLNM,11222,35-44 years old,Male,2,2,"Pour over, Espresso, Cold brew",Independent
PAvXE5,12345,18-24 years old,NA,2,2,Pour over,NA
9dpvKG,3801,45-54 years old,Male,1,1,Espresso,Democrat
0E1vgN,43119,45-54 years old,Male,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),Republican
pLRWYb,27023,25-34 years old,Female,1,1,"Pour over, Other, Cold brew",Democrat
5d8GLd,76112,25-34 years old,Male,1,1,Espresso,Independent
1rDJYl,74035,45-54 years old,NA,2,2,Espresso,NA
241vE9,20002,25-34 years old,Male,3,3,"Espresso, Pour over",Democrat
rlGraX,2472,25-34 years old,Male,1,1,"Pour over, Coffee extract (e.g. Cometeer)",No affiliation
KMvJZX,91942,25-34 years old,Male,1,1,"Espresso, Pour over",Democrat
g5YNYd,2052,25-34 years old,Male,1,1,"Pour over, French press",Democrat
OAdBMa,28204,35-44 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), French press, Other",No affiliation
dYK2oV,33143,45-54 years old,Male,1,1,"Pour over, Other",Democrat
vNE0Dd,2828,35-44 years old,NA,2,2,Other,NA
J2XkXd,20147,45-54 years old,Male,2,2,Espresso,Democrat
vNE0Y8,7921,25-34 years old,Male,2,2,Pour over,No affiliation
DVAXPb,10031,35-44 years old,Male,1,1,"French press, Cold brew",Democrat
EPv8WN,27809,35-44 years old,Male,2,2,"Pour over, Other, French press",Independent
YZpVlq,30805,35-44 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Republican
jB5MEY,5401,25-34 years old,Male,2,2,"Pour over, Other",No affiliation
42AA2k,10027,25-34 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
DVAAYl,90620,25-34 years old,NA,1,1,"Espresso, Other",NA
g5YW51,53704,18-24 years old,Male,1,1,"Pour over, Other",No affiliation
WADM8v,75201,25-34 years old,NA,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), Cold brew, Other",NA
NAMbXp,NA,NA,NA,NA,NA,NA,NA
1rDDZO,27560,25-34 years old,Male,1,1,Pour over,Democrat
qboJdg,6451,25-34 years old,Male,2,2,Pour over,Democrat
0E11K6,8060,>65 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
pLRJ9y,43207,35-44 years old,Male,2,2,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
QAvzjk,1002,18-24 years old,Male,2,2,"Pour over, Other",Democrat
EPvZjN,92359,25-34 years old,Male,3,3,"Pour over, Espresso, Cold brew",Democrat
42Ap4O,22315,25-34 years old,Male,1,1,"Espresso, Other, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
0E1D5Z,7302,25-34 years old,Male,2,2,Pour over,Democrat
ZdvD8z,80401,35-44 years old,Male,2,2,Pour over,Independent
lNKMov,94112,25-34 years old,Male,2,2,"Espresso, Pour over",Democrat
rlGJKR,15237,25-34 years old,Male,2,2,"Espresso, Other",No affiliation
RzvkQl,85212,25-34 years old,Male,2,2,"Pour over, Cold brew",Democrat
Xe1QPj,45040,35-44 years old,Male,4,4,"Coffee brewing machine (e.g. Mr. Coffee), French press",Independent
GrX79O,53717,55-64 years old,Male,4,4,Coffee brewing machine (e.g. Mr. Coffee),Democrat
DVAW05,77375,18-24 years old,NA,2,2,Coffee brewing machine (e.g. Mr. Coffee),NA
MAvG7g,97229,25-34 years old,Female,1,1,"Pour over, Espresso",Democrat
QAv458,85322,18-24 years old,Male,1,1,NA,No affiliation
KMvO2z,92630,35-44 years old,Male,2,2,Espresso,Democrat
8dAEWk,92126,25-34 years old,Male,2,2,"Pour over, Espresso, Coffee extract (e.g. Cometeer)",Democrat
VZvdYN,87801,25-34 years old,Male,1,1,Espresso,Democrat
BGADV5,78247,25-34 years old,Male,2,2,"Pour over, Espresso, French press",Democrat
yljg5d,85747,55-64 years old,Male,4,4,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
pLR9Z1,63144,35-44 years old,Male,2,2,"Pour over, French press",Democrat
pLR1jb,85207,25-34 years old,Male,1,1,Pour over,Democrat
g5YxdK,48188,25-34 years old,Male,2,2,"Espresso, Coffee extract (e.g. Cometeer)",Democrat
oAKaVP,53717,55-64 years old,Female,4,4,Coffee brewing machine (e.g. Mr. Coffee),Democrat
lNK9jV,48103,25-34 years old,Male,1,1,"Pour over, French press, Other",Democrat
PAvLGe,53711,25-34 years old,NA,2,2,"French press, Coffee brewing machine (e.g. Mr. Coffee)",NA
Xe1dzY,98004,35-44 years old,Male,2,2,"Pour over, French press, Espresso, Cold brew",Democrat
6dAGGe,94559,35-44 years old,NA,2,2,"Pour over, French press, Coffee extract (e.g. Cometeer), Espresso",NA
7d1YLZ,33598,25-34 years old,NA,1,1,Pour over,NA
vNEaD0,33598,25-34 years old,NA,2,2,Cold brew,NA
pLRNKb,33598,25-34 years old,Male,1,1,NA,Democrat
zK2AN0,33598,25-34 years old,Male,1,1,Pour over,Democrat
LdvjJ2,6040,25-34 years old,Male,2,2,"Pour over, Cold brew, Other",Republican
DVAoQj,7718,25-34 years old,Male,2,2,Pour over,Independent
xd4bKy,20171,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Other, Instant coffee, Cold brew",No affiliation
blKRbo,98126,35-44 years old,Male,4,4,Espresso,No affiliation
xd48r9,4102,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
GrXOqp,75201,25-34 years old,Female,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), Cold brew, Other",Democrat
GrXOXp,87199,35-44 years old,NA,2,2,"Pour over, French press, Espresso",NA
Zdvr9y,80521,25-34 years old,Male,1,1,Pour over,Democrat
Xe1PKP,19462,45-54 years old,Male,2,2,Other,Democrat
g5Y6KP,98101,25-34 years old,Male,3,3,"Pour over, Cold brew, Espresso",NA
pLR20y,22203,18-24 years old,Female,1,1,NA,NA
RzvqeQ,98105,18-24 years old,Male,1,1,"Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
8dABok,80203,45-54 years old,NA,3,3,Other,NA
8dAB1r,19107,18-24 years old,Male,1,1,"Espresso, Pour over",No affiliation
OAd2ZY,80503,25-34 years old,Male,1,1,Pour over,No affiliation
kYK2lj,90064,25-34 years old,Non-binary,1,1,Pour over,Democrat
RzvADQ,91505,35-44 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
9dp82p,6085,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
NAMaMQ,37215,55-64 years old,NA,Less than 1,0,NA,NA
pLRElV,19711,25-34 years old,Male,Less than 1,0,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
241pJj,91364,25-34 years old,Male,2,2,Pour over,Democrat
jB5KdJ,75791,25-34 years old,Male,2,2,Pour over,Republican
eBKxvq,33073,25-34 years old,Male,2,2,"Espresso, Cold brew",Republican
dYKPVN,36111,55-64 years old,Male,3,3,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",Republican
GrYYvz,94553,45-54 years old,Female,1,1,"Pour over, French press, Cold brew",NA
jB5Ne4,98118,25-34 years old,Male,2,2,Pour over,Democrat
5d8Rbo,98110,25-34 years old,Female,2,2,Pour over,Democrat
7d1GbZ,98119,25-34 years old,NA,2,2,Pour over,No affiliation
OAdOL8,80216,25-34 years old,Male,1,1,"Espresso, Pour over",Democrat
blK0G0,48911,35-44 years old,NA,4,4,French press,NA
xd4kxy,13205,25-34 years old,Male,3,3,Pour over,Independent
g5YRyl,13210,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
Xe1KVj,13210,25-34 years old,Female,2,2,"Pour over, Espresso",Democrat
VZvREv,13210,18-24 years old,Male,2,2,"French press, Coffee brewing machine (e.g. Mr. Coffee), Espresso",Democrat
zK2p0M,92563,25-34 years old,Male,1,1,"Cold brew, Espresso, Other",Democrat
J2XaDr,98104,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
pLRj4B,30540,55-64 years old,Male,3,3,Other,Republican
yljKbW,NA,35-44 years old,NA,2,2,"Espresso, Pour over",NA
VZvRWl,92563,25-34 years old,Female,1,1,"Espresso, Other",Democrat
blY5eZ,7016,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
Al47oW,NA,25-34 years old,NA,1,1,"French press, Pour over",NA
lNYaNN,75025,25-34 years old,Male,3,3,"Espresso, Cold brew, Pour over, French press",No affiliation
WAKOvP,30341,18-24 years old,Female,Less than 1,0,"Espresso, Pour over",No affiliation
8d6Nxl,64114,25-34 years old,Female,2,2,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other",No affiliation
jBJeBJ,94536,25-34 years old,NA,1,1,"Espresso, Instant coffee",NA
QAz1z7,2453,25-34 years old,Male,1,1,Espresso,Democrat
lNYBPN,66061,>65 years old,NA,2,2,Coffee brewing machine (e.g. Mr. Coffee),NA
PAbpo1,78753,25-34 years old,Male,1,1,Pour over,Independent
1rNdW1,98001,35-44 years old,NA,2,2,NA,NA
KMW55V,33125,25-34 years old,Male,2,2,Pour over,No affiliation
VZbQlv,72223,>65 years old,Male,4,4,NA,No affiliation
NAbX0l,95817,25-34 years old,Male,1,1,Espresso,Democrat
Xe84rd,7016,25-34 years old,NA,2,2,Coffee brewing machine (e.g. Mr. Coffee),NA
NAb78l,7016,25-34 years old,NA,2,2,NA,NA
oA5285,7016,25-34 years old,NA,2,2,Coffee brewing machine (e.g. Mr. Coffee),NA
eB0aEx,76051,35-44 years old,Male,Less than 1,0,NA,No affiliation
9dRQYG,95065,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
24lNeL,84321,35-44 years old,Male,1,1,"Pour over, Other",No affiliation
9dRDjY,2199,45-54 years old,Male,1,1,NA,Democrat
NAb6Pb,27703,25-34 years old,Male,3,3,"Pour over, French press, Espresso, Coffee extract (e.g. Cometeer), Cold brew",Democrat
dY86Dq,55305,55-64 years old,Male,2,2,"French press, Espresso, Pour over",NA
vNJA6l,19146,25-34 years old,Male,3,3,"Pour over, Espresso",Democrat
OAbzv7,75205,25-34 years old,Prefer not to say,1,1,"Pour over, Espresso, Cold brew",NA
eB0BZq,30033,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
BGjXPN,30033,25-34 years old,Female,Less than 1,0,NA,Democrat
9dRdbV,17844,25-34 years old,Female,3,3,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
DVx1aR,90036,35-44 years old,Male,1,1,Other,Independent
J2eDgY,95123,35-44 years old,Male,Less than 1,0,Pour over,Democrat
GrqJeo,NA,NA,NA,NA,NA,NA,NA
Xe8YXY,53033,25-34 years old,Male,1,1,NA,Independent
VZbMby,77204,25-34 years old,Male,2,2,Pour over,No affiliation
RzbJ9v,2072,25-34 years old,Male,1,1,"Espresso, Pour over",No affiliation
VZb1Wv,55125,35-44 years old,Female,1,1,French press,No affiliation
qbJoAk,NA,NA,NA,NA,NA,NA,NA
xdR4ro,15057,18-24 years old,Male,1,1,Pour over,Democrat
PAbvbe,95631,25-34 years old,Female,1,1,Espresso,NA
rlJGpv,96795,25-34 years old,Male,1,1,Espresso,No affiliation
VZbv6N,96795,35-44 years old,Female,Less than 1,0,"Pod/capsule machine (e.g. Keurig/Nespresso), French press",NA
24l1RL,95949,55-64 years old,Female,1,1,"Espresso, Pour over",No affiliation
OAbV78,78729,35-44 years old,Female,3,3,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Independent
xdRgQy,54481,18-24 years old,NA,1,1,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Other",NA
5de0vv,98007,25-34 years old,NA,1,1,"Coffee extract (e.g. Cometeer), Cold brew",NA
g5JybJ,72756,25-34 years old,Male,1,1,Pour over,Democrat
42p4kd,12866,45-54 years old,Male,4,4,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
42paed,27104,25-34 years old,Male,2,2,"Pour over, Cold brew",Independent
eB0ezx,2139,25-34 years old,Female,2,2,"Cold brew, Other",Democrat
Ld69rj,19107,25-34 years old,Male,1,1,"Cold brew, Other",Democrat
aBaYav,72712,25-34 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),Independent
DVZNMN,70507,25-34 years old,Male,1,1,"Other, French press",Independent
eBYArx,1801,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
AljJve,10038,35-44 years old,Male,2,2,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",No affiliation
J2WRlr,45710,35-44 years old,Male,More than 4,5,"Espresso, Pour over, French press",Democrat
7dpxRz,53527,55-64 years old,Female,3,3,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",No affiliation
PAGExV,74464,18-24 years old,Male,1,1,Pour over,Democrat
PAG05P,85281,18-24 years old,Male,Less than 1,0,"Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
8dRe5Y,30306,35-44 years old,Male,1,1,Pour over,Independent
RzVLkd,37206,25-34 years old,Female,2,2,"Pour over, Other",Democrat
Xe2EGV,30306,35-44 years old,Female,2,2,"Pour over, Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)",Independent
42pjyB,71203,25-34 years old,Male,4,4,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Independent
1rpMZg,89118,25-34 years old,NA,1,1,NA,NA
GrQL1z,95409,>65 years old,Male,2,2,"Pour over, French press, Other",Independent
qbkKrG,19711,25-34 years old,Male,2,2,Espresso,No affiliation
rlkdNv,14226,35-44 years old,Male,1,1,"French press, Pour over",Democrat
OAoB5M,78229,25-34 years old,NA,Less than 1,0,"Other, Coffee brewing machine (e.g. Mr. Coffee)",NA
bl62ee,27502,45-54 years old,NA,1,1,Bean-to-cup machine,NA
GrQYrj,10001,35-44 years old,NA,2,2,Espresso,NA
8dRAxz,11205,25-34 years old,Female,1,1,"Pour over, Cold brew",Democrat
BG2jrR,3106,35-44 years old,NA,NA,NA,"French press, Coffee brewing machine (e.g. Mr. Coffee), Pour over",NA
BG2j71,91977,25-34 years old,NA,NA,NA,"Pour over, French press",NA
lNMvqk,3102,25-34 years old,Male,Less than 1,0,NA,Democrat
5dpOVM,60004,35-44 years old,NA,2,2,Espresso,NA
jBkEvR,60618,35-44 years old,NA,1,1,"Other, French press, Cold brew",NA
ZdZWkv,88310,18-24 years old,Male,1,1,"Pour over, French press",Independent
dYkpxA,89120,35-44 years old,Male,3,3,"Espresso, Pour over",Democrat
0EDlP0,98008,35-44 years old,Male,1,1,Espresso,No affiliation
42pdPB,48105,25-34 years old,Male,1,1,Other,No affiliation
zK1oKM,33617,25-34 years old,Male,2,2,Other,No affiliation
24Dylp,93401,18-24 years old,Non-binary,1,1,Pour over,No affiliation
QAOaNl,46220,25-34 years old,Male,2,2,"Pour over, Cold brew, Other",Democrat
KMaZGk,76001,45-54 years old,Male,More than 4,5,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Cold brew",Republican
24DYOb,95677,25-34 years old,Male,2,2,Espresso,Democrat
24DYpV,20148,>65 years old,NA,3,3,Coffee brewing machine (e.g. Mr. Coffee),NA
KMa2YK,94043,35-44 years old,Male,2,2,"Pour over, Espresso",No affiliation
